timestamp,typeK_C,rtd1_C,rtd2_C
2026-04-12 19:14:38,48.75,26.48,39.26
2026-04-12 19:14:39,48.50,26.45,39.22
2026-04-12 19:14:40,48.50,26.42,39.26
2026-04-12 19:14:40,48.50,26.45,39.19
2026-04-12 19:14:41,48.50,26.45,39.22
2026-04-12 19:14:42,48.50,26.45,39.19
2026-04-12 19:14:42,48.50,26.48,39.19
2026-04-12 19:14:43,48.50,26.45,39.19
2026-04-12 19:14:44,48.50,26.42,39.19
2026-04-12 19:14:44,48.50,26.45,39.16
2026-04-12 19:14:45,48.50,26.45,39.19
2026-04-12 19:14:46,48.50,26.45,39.16
2026-04-12 19:14:46,48.50,26.45,39.19
2026-04-12 19:14:47,48.50,26.45,39.16
2026-04-12 19:14:47,48.50,26.45,39.16
2026-04-12 19:14:48,48.50,26.45,39.12
2026-04-12 19:14:49,48.25,26.45,39.12
2026-04-12 19:14:49,48.50,26.45,39.12
2026-04-12 19:14:50,48.25,26.45,39.09
2026-04-12 19:14:51,48.25,26.42,39.09
2026-04-12 19:14:51,48.25,26.45,39.05
2026-04-12 19:14:52,48.25,26.45,39.05
2026-04-12 19:14:53,48.25,26.42,39.05
2026-04-12 19:14:53,48.25,26.45,39.05
2026-04-12 19:14:54,48.25,26.45,39.05
2026-04-12 19:14:55,48.25,26.42,39.02
2026-04-12 19:14:55,48.25,26.45,39.05
2026-04-12 19:14:56,48.25,26.45,39.05
2026-04-12 19:14:57,48.25,26.45,39.02
2026-04-12 19:14:57,48.25,26.45,39.02
2026-04-12 19:14:58,48.00,26.45,39.02
2026-04-12 19:14:59,48.00,26.42,39.02
2026-04-12 19:14:59,48.25,26.45,38.95
2026-04-12 19:15:00,48.25,26.42,38.99
2026-04-12 19:15:01,48.00,26.42,38.99
2026-04-12 19:15:01,48.00,26.42,38.99
2026-04-12 19:15:02,48.00,26.42,38.95
2026-04-12 19:15:03,48.00,26.45,38.95
2026-04-12 19:15:03,48.00,26.42,38.95
2026-04-12 19:15:04,48.00,26.42,38.92
2026-04-12 19:15:05,48.00,26.42,38.95
2026-04-12 19:15:05,48.00,26.42,38.92
2026-04-12 19:15:06,48.00,26.42,38.88
2026-04-12 19:15:07,48.00,26.45,38.92
2026-04-12 19:15:07,48.00,26.42,38.88
2026-04-12 19:15:08,48.00,26.38,38.88
2026-04-12 19:15:08,48.00,26.42,38.88
2026-04-12 19:15:09,48.00,26.38,38.85
2026-04-12 19:15:10,48.00,26.38,38.88
2026-04-12 19:15:10,48.00,26.38,38.85
2026-04-12 19:15:11,48.00,26.42,38.85
2026-04-12 19:15:12,48.00,26.38,38.85
2026-04-12 19:15:12,47.75,26.42,38.85
2026-04-12 19:15:13,47.75,26.42,38.85
2026-04-12 19:15:14,47.75,26.42,38.82
2026-04-12 19:15:14,47.75,26.42,38.82
2026-04-12 19:15:15,47.75,26.38,38.82
2026-04-12 19:15:16,47.75,26.38,38.78
2026-04-12 19:15:16,47.75,26.38,38.78
2026-04-12 19:15:17,47.75,26.38,38.78
2026-04-12 19:15:18,47.75,26.38,38.78
2026-04-12 19:15:18,47.75,26.38,38.78
2026-04-12 19:15:19,47.75,26.42,38.75
2026-04-12 19:15:20,47.75,26.38,38.75
2026-04-12 19:15:20,47.75,26.35,38.75
2026-04-12 19:15:21,47.75,26.38,38.71
2026-04-12 19:15:22,47.75,26.38,38.71
2026-04-12 19:15:22,47.75,26.38,38.71
2026-04-12 19:15:23,47.75,26.42,38.71
2026-04-12 19:15:24,47.75,26.38,38.71
2026-04-12 19:15:24,47.75,26.38,38.71
2026-04-12 19:15:25,47.75,26.38,38.68
2026-04-12 19:15:26,47.50,26.38,38.71
2026-04-12 19:15:26,47.75,26.38,38.68
2026-04-12 19:15:27,47.50,26.35,38.68
2026-04-12 19:15:28,47.50,26.38,38.65
2026-04-12 19:15:28,47.50,26.38,38.65
2026-04-12 19:15:29,47.50,26.38,38.65
2026-04-12 19:15:29,47.50,26.35,38.65
2026-04-12 19:15:30,47.50,26.38,38.61
2026-04-12 19:15:31,47.50,26.38,38.61
2026-04-12 19:15:31,47.50,26.38,38.61
2026-04-12 19:15:32,47.50,26.38,38.61
2026-04-12 19:15:33,47.50,26.35,38.61
2026-04-12 19:15:33,47.50,26.38,38.58
2026-04-12 19:15:34,47.50,26.38,38.58
2026-04-12 19:15:35,47.50,26.35,38.58
2026-04-12 19:15:35,47.50,26.35,38.58
2026-04-12 19:15:36,47.25,26.35,38.58
2026-04-12 19:15:37,47.25,26.35,38.58
2026-04-12 19:15:37,47.25,26.38,38.54
2026-04-12 19:15:38,47.25,26.38,38.58
2026-04-12 19:15:39,47.25,26.38,38.54
2026-04-12 19:15:39,47.25,26.35,38.54
2026-04-12 19:15:40,47.25,26.35,38.54
2026-04-12 19:15:41,47.25,26.35,38.51
2026-04-12 19:15:41,47.25,26.35,38.51
2026-04-12 19:15:42,47.25,26.35,38.48
2026-04-12 19:15:43,47.25,26.35,38.48
2026-04-12 19:15:43,47.25,26.35,38.48
2026-04-12 19:15:44,47.25,26.35,38.48
2026-04-12 19:15:45,47.25,26.35,38.48
2026-04-12 19:15:45,47.25,26.35,38.44
2026-04-12 19:15:46,47.25,26.35,38.48
2026-04-12 19:15:47,47.25,26.35,38.44
2026-04-12 19:15:47,47.25,26.32,38.44
2026-04-12 19:15:48,47.25,26.35,38.44
2026-04-12 19:15:49,47.25,26.35,38.44
2026-04-12 19:15:49,47.25,26.35,38.41
2026-04-12 19:15:50,47.25,26.32,38.41
2026-04-12 19:15:51,47.00,26.32,38.37
2026-04-12 19:15:51,47.25,26.32,38.37
2026-04-12 19:15:52,47.00,26.32,38.37
2026-04-12 19:15:52,47.00,26.32,38.37
2026-04-12 19:15:53,47.00,26.35,38.37
2026-04-12 19:15:54,47.00,26.35,38.34
2026-04-12 19:15:54,47.00,26.32,38.34
2026-04-12 19:15:55,47.00,26.32,38.34
2026-04-12 19:15:56,47.00,26.32,38.34
2026-04-12 19:15:56,47.00,26.32,38.34
2026-04-12 19:15:57,47.00,26.32,38.31
2026-04-12 19:15:58,47.00,26.32,38.34
2026-04-12 19:15:58,47.00,26.32,38.34
2026-04-12 19:15:59,47.00,26.35,38.31
2026-04-12 19:16:00,47.00,26.32,38.31
2026-04-12 19:16:00,47.00,26.35,38.31
2026-04-12 19:16:01,47.00,26.32,38.31
2026-04-12 19:16:02,46.75,26.32,38.27
2026-04-12 19:16:02,47.00,26.32,38.27
2026-04-12 19:16:03,47.00,26.32,38.27
2026-04-12 19:16:04,47.00,26.32,38.24
2026-04-12 19:16:04,46.75,26.32,38.24
2026-04-12 19:16:05,46.75,26.28,38.24
2026-04-12 19:16:06,46.75,26.32,38.24
2026-04-12 19:16:06,46.75,26.28,38.20
2026-04-12 19:16:07,47.00,26.32,38.20
2026-04-12 19:16:08,46.75,26.28,38.24
2026-04-12 19:16:08,46.75,26.35,38.20
2026-04-12 19:16:09,46.75,26.28,38.20
2026-04-12 19:16:10,46.75,26.32,38.20
2026-04-12 19:16:10,46.75,26.28,38.17
2026-04-12 19:16:11,46.75,26.32,38.17
2026-04-12 19:16:12,46.75,26.28,38.17
2026-04-12 19:16:12,46.75,26.32,38.14
2026-04-12 19:16:13,46.75,26.28,38.14
2026-04-12 19:16:14,46.75,26.32,38.14
2026-04-12 19:16:14,46.75,26.32,38.10
2026-04-12 19:16:15,46.75,26.28,38.14
2026-04-12 19:16:15,46.75,26.28,38.14
2026-04-12 19:16:16,46.75,26.28,38.14
2026-04-12 19:16:17,46.75,26.28,38.14
2026-04-12 19:16:17,46.75,26.28,38.10
2026-04-12 19:16:18,46.50,26.28,38.10
2026-04-12 19:16:19,46.75,26.28,38.10
2026-04-12 19:16:19,46.75,26.28,38.07
2026-04-12 19:16:20,46.50,26.28,38.10
2026-04-12 19:16:21,46.50,26.28,38.07
2026-04-12 19:16:21,46.50,26.28,38.03
2026-04-12 19:16:22,46.50,26.32,38.03
2026-04-12 19:16:23,46.50,26.28,38.03
2026-04-12 19:16:23,46.50,26.28,38.03
2026-04-12 19:16:24,46.75,26.25,38.00
2026-04-12 19:16:25,46.50,26.28,38.00
2026-04-12 19:16:25,46.50,26.28,38.00
2026-04-12 19:16:26,46.50,26.28,38.03
2026-04-12 19:16:27,46.50,26.28,38.00
2026-04-12 19:16:27,46.50,26.28,37.97
2026-04-12 19:16:28,46.50,26.28,37.97
2026-04-12 19:16:29,46.50,26.28,38.00
2026-04-12 19:16:29,46.50,26.28,37.93
2026-04-12 19:16:30,46.50,26.28,37.97
2026-04-12 19:16:31,46.50,26.25,37.97
2026-04-12 19:16:31,46.50,26.25,37.93
2026-04-12 19:16:32,46.50,26.25,37.93
2026-04-12 19:16:33,46.50,26.25,37.90
2026-04-12 19:16:33,46.50,26.28,37.93
2026-04-12 19:16:34,46.50,26.25,37.90
2026-04-12 19:16:35,46.50,26.25,37.93
2026-04-12 19:16:35,46.50,26.25,37.93
2026-04-12 19:16:36,46.50,26.25,37.90
2026-04-12 19:16:36,46.50,26.25,37.86
2026-04-12 19:16:37,46.25,26.25,37.90
2026-04-12 19:16:38,46.25,26.28,37.90
2026-04-12 19:16:38,46.25,26.21,37.86
2026-04-12 19:16:39,46.25,26.21,37.86
2026-04-12 19:16:40,46.25,26.28,37.86
2026-04-12 19:16:40,46.25,26.25,37.86
2026-04-12 19:16:41,46.25,26.25,37.83
2026-04-12 19:16:42,46.25,26.25,37.83
2026-04-12 19:16:42,46.25,26.25,37.83
2026-04-12 19:16:43,46.25,26.25,37.80
2026-04-12 19:16:44,46.25,26.25,37.80
2026-04-12 19:16:44,46.25,26.25,37.80
2026-04-12 19:16:45,46.25,26.25,37.80
2026-04-12 19:16:46,46.25,26.21,37.80
2026-04-12 19:16:46,46.25,26.21,37.80
2026-04-12 19:16:47,46.25,26.21,37.76
2026-04-12 19:16:48,46.25,26.25,37.76
2026-04-12 19:16:48,46.25,26.18,37.80
2026-04-12 19:16:49,46.25,26.28,37.76
2026-04-12 19:16:50,46.25,26.25,37.73
2026-04-12 19:16:50,46.25,26.21,37.73
2026-04-12 19:16:51,46.25,26.21,37.73
2026-04-12 19:16:52,46.25,26.21,37.73
2026-04-12 19:16:52,46.25,26.21,37.73
2026-04-12 19:16:53,46.25,26.21,37.69
2026-04-12 19:16:54,46.25,26.25,37.69
2026-04-12 19:16:54,46.00,26.21,37.69
2026-04-12 19:16:55,46.00,26.21,37.66
2026-04-12 19:16:56,46.00,26.21,37.69
2026-04-12 19:16:56,46.00,26.25,37.69
2026-04-12 19:16:57,46.00,26.21,37.66
2026-04-12 19:16:58,46.00,26.21,37.66
2026-04-12 19:16:58,46.00,26.21,37.66
2026-04-12 19:16:59,46.00,26.21,37.63
2026-04-12 19:17:00,46.00,26.21,37.66
2026-04-12 19:17:00,46.00,26.21,37.63
2026-04-12 19:17:01,46.00,26.18,37.63
2026-04-12 19:17:01,46.00,26.18,37.63
2026-04-12 19:17:02,46.00,26.21,37.63
2026-04-12 19:17:03,46.00,26.25,37.63
2026-04-12 19:17:03,46.00,26.21,37.63
2026-04-12 19:17:04,46.00,26.18,37.59
2026-04-12 19:17:05,46.00,26.18,37.59
2026-04-12 19:17:05,46.00,26.18,37.56
2026-04-12 19:17:06,46.00,26.21,37.59
2026-04-12 19:17:07,46.00,26.18,37.56
2026-04-12 19:17:07,46.00,26.18,37.56
2026-04-12 19:17:08,46.00,26.18,37.56
2026-04-12 19:17:09,46.00,26.25,37.56
2026-04-12 19:17:09,46.00,26.21,37.56
2026-04-12 19:17:10,46.00,26.21,37.56
2026-04-12 19:17:11,46.00,26.18,37.56
2026-04-12 19:17:11,46.00,26.21,37.52
2026-04-12 19:17:12,46.00,26.18,37.52
2026-04-12 19:17:13,46.00,26.18,37.49
2026-04-12 19:17:13,46.00,26.18,37.52
2026-04-12 19:17:14,46.00,26.21,37.49
2026-04-12 19:17:15,46.00,26.18,37.49
2026-04-12 19:17:15,46.00,26.18,37.49
2026-04-12 19:17:16,46.00,26.15,37.49
2026-04-12 19:17:17,46.00,26.21,37.46
2026-04-12 19:17:17,45.75,26.18,37.46
2026-04-12 19:17:18,45.75,26.18,37.46
2026-04-12 19:17:19,45.75,26.18,37.42
2026-04-12 19:17:19,46.00,26.18,37.42
2026-04-12 19:17:20,45.75,26.18,37.42
2026-04-12 19:17:21,45.75,26.18,37.42
2026-04-12 19:17:21,46.00,26.18,37.42
2026-04-12 19:17:22,45.75,26.18,37.42
2026-04-12 19:17:22,45.75,26.18,37.42
2026-04-12 19:17:23,45.75,26.18,37.39
2026-04-12 19:17:24,45.75,26.18,37.39
2026-04-12 19:17:24,45.75,26.18,37.36
2026-04-12 19:17:25,45.75,26.18,37.36
2026-04-12 19:17:26,45.75,26.15,37.39
2026-04-12 19:17:26,45.75,26.15,37.36
2026-04-12 19:17:27,45.75,26.15,37.36
2026-04-12 19:17:28,45.75,26.18,37.32
2026-04-12 19:17:28,45.75,26.15,37.32
2026-04-12 19:17:29,45.75,26.18,37.32
2026-04-12 19:17:30,45.75,26.15,37.36
2026-04-12 19:17:30,45.75,26.15,37.32
2026-04-12 19:17:31,45.75,26.15,37.32
2026-04-12 19:17:32,45.75,26.15,37.32
2026-04-12 19:17:32,45.75,26.15,37.32
2026-04-12 19:17:33,45.75,26.15,37.29
2026-04-12 19:17:34,45.75,26.18,37.29
2026-04-12 19:17:34,45.75,26.18,37.32
2026-04-12 19:17:35,45.75,26.15,37.29
2026-04-12 19:17:36,45.75,26.18,37.29
2026-04-12 19:17:36,45.75,26.15,37.22
2026-04-12 19:17:37,45.75,26.18,37.25
2026-04-12 19:17:38,45.75,26.15,37.25
2026-04-12 19:17:38,45.75,26.18,37.22
2026-04-12 19:17:39,45.50,26.18,37.25
2026-04-12 19:17:40,45.50,26.15,37.22
2026-04-12 19:17:40,45.50,26.11,37.19
2026-04-12 19:17:41,45.50,26.15,37.22
2026-04-12 19:17:42,45.50,26.15,37.19
2026-04-12 19:17:42,45.50,26.11,37.19
2026-04-12 19:17:43,45.50,26.11,37.19
2026-04-12 19:17:44,45.50,26.15,37.19
2026-04-12 19:17:44,45.50,26.15,37.15
2026-04-12 19:17:45,45.50,26.15,37.19
2026-04-12 19:17:46,45.50,26.11,37.19
2026-04-12 19:17:46,45.50,26.15,37.19
2026-04-12 19:17:47,45.50,26.11,37.15
2026-04-12 19:17:47,45.50,26.11,37.15
2026-04-12 19:17:48,45.50,26.11,37.15
2026-04-12 19:17:49,45.50,26.11,37.15
2026-04-12 19:17:49,45.50,26.15,37.12
2026-04-12 19:17:50,45.50,26.11,37.12
2026-04-12 19:17:51,45.50,26.11,37.12
2026-04-12 19:17:51,45.50,26.15,37.12
2026-04-12 19:17:52,45.50,26.11,37.12
2026-04-12 19:17:53,45.50,26.11,37.08
2026-04-12 19:17:53,45.50,26.11,37.08
2026-04-12 19:17:54,45.50,26.11,37.05
2026-04-12 19:17:55,45.50,26.08,37.05
2026-04-12 19:17:55,45.50,26.11,37.05
2026-04-12 19:17:56,45.50,26.15,37.05
2026-04-12 19:17:57,45.50,26.11,37.05
2026-04-12 19:17:57,45.50,26.15,37.05
2026-04-12 19:17:58,45.50,26.11,37.05
2026-04-12 19:17:59,45.50,26.11,37.02
2026-04-12 19:17:59,45.50,26.11,37.02
2026-04-12 19:18:00,45.25,26.08,37.02
2026-04-12 19:18:01,45.50,26.11,37.02
2026-04-12 19:18:01,45.50,26.11,37.02
2026-04-12 19:18:02,45.50,26.08,36.98
2026-04-12 19:18:03,45.25,26.11,36.98
2026-04-12 19:18:03,45.25,26.11,36.98
2026-04-12 19:18:04,45.25,26.11,36.98
2026-04-12 19:18:05,45.25,26.11,36.95
2026-04-12 19:18:05,45.25,26.08,36.91
2026-04-12 19:18:06,45.25,26.11,36.98
2026-04-12 19:18:07,45.25,26.11,36.95
2026-04-12 19:18:07,45.25,26.11,36.91
2026-04-12 19:18:08,45.25,26.15,36.95
2026-04-12 19:18:09,45.25,26.15,36.91
2026-04-12 19:18:09,45.25,26.11,36.95
2026-04-12 19:18:10,45.25,26.11,36.91
2026-04-12 19:18:10,45.25,26.08,36.95
2026-04-12 19:18:11,45.25,26.11,36.91
2026-04-12 19:18:12,45.25,26.11,36.88
2026-04-12 19:18:12,45.25,26.08,36.88
2026-04-12 19:18:13,45.25,26.08,36.85
2026-04-12 19:18:14,45.25,26.11,36.88
2026-04-12 19:18:14,45.25,26.11,36.85
2026-04-12 19:18:15,45.25,26.11,36.85
2026-04-12 19:18:16,45.25,26.08,36.88
2026-04-12 19:18:16,45.25,26.08,36.85
2026-04-12 19:18:17,45.25,26.08,36.81
2026-04-12 19:18:18,45.25,26.04,36.81
2026-04-12 19:18:18,45.25,26.08,36.85
2026-04-12 19:18:19,45.25,26.08,36.85
2026-04-12 19:18:20,45.25,26.04,36.81
2026-04-12 19:18:20,45.25,26.08,36.81
2026-04-12 19:18:21,45.25,26.08,36.81
2026-04-12 19:18:22,45.25,26.08,36.78
2026-04-12 19:18:22,45.25,26.08,36.78
2026-04-12 19:18:23,45.25,26.08,36.74
2026-04-12 19:18:24,45.25,26.11,36.81
2026-04-12 19:18:24,45.25,26.08,36.78
2026-04-12 19:18:25,45.25,26.08,36.74
2026-04-12 19:18:26,45.25,26.08,36.74
2026-04-12 19:18:26,45.25,26.08,36.74
2026-04-12 19:18:27,45.25,26.04,36.74
2026-04-12 19:18:28,45.00,26.04,36.74
2026-04-12 19:18:28,45.00,26.08,36.71
2026-04-12 19:18:29,45.00,26.08,36.74
2026-04-12 19:18:30,45.00,26.04,36.68
2026-04-12 19:18:30,45.00,26.01,36.68
2026-04-12 19:18:31,45.00,26.08,36.71
2026-04-12 19:18:31,45.00,26.08,36.71
2026-04-12 19:18:32,45.00,26.08,36.68
2026-04-12 19:18:33,45.00,26.04,36.71
2026-04-12 19:18:33,45.00,26.01,36.71
2026-04-12 19:18:34,45.00,26.04,36.68
2026-04-12 19:18:35,45.00,26.04,36.68
2026-04-12 19:18:35,45.00,26.04,36.64
2026-04-12 19:18:36,45.00,26.04,36.64
2026-04-12 19:18:37,45.00,26.04,36.61
2026-04-12 19:18:37,45.00,26.04,36.61
2026-04-12 19:18:38,45.00,26.08,36.64
2026-04-12 19:18:39,45.00,26.04,36.61
2026-04-12 19:18:39,45.00,26.04,36.61
2026-04-12 19:18:40,45.00,26.01,36.61
2026-04-12 19:18:41,45.00,26.04,36.61
2026-04-12 19:18:41,45.00,26.04,36.57
2026-04-12 19:18:42,45.00,26.01,36.57
2026-04-12 19:18:43,45.00,26.08,36.57
2026-04-12 19:18:43,44.75,26.04,36.61
2026-04-12 19:18:44,45.00,26.04,36.54
2026-04-12 19:18:45,44.75,26.01,36.54
2026-04-12 19:18:45,44.75,26.04,36.54
2026-04-12 19:18:46,45.00,26.01,36.54
2026-04-12 19:18:47,44.75,26.01,36.54
2026-04-12 19:18:47,45.00,26.04,36.54
2026-04-12 19:18:48,44.75,26.01,36.54
2026-04-12 19:18:49,44.75,26.01,36.54
2026-04-12 19:18:49,44.75,26.08,36.51
2026-04-12 19:18:50,44.75,26.04,36.47
2026-04-12 19:18:51,45.00,26.01,36.51
2026-04-12 19:18:51,44.75,26.04,36.51
2026-04-12 19:18:52,44.75,26.01,36.47
2026-04-12 19:18:52,44.75,26.04,36.47
2026-04-12 19:18:53,44.75,26.08,36.47
2026-04-12 19:18:54,44.75,26.01,36.47
2026-04-12 19:18:54,44.75,26.01,36.47
2026-04-12 19:18:55,44.75,26.04,36.47
2026-04-12 19:18:56,44.75,26.04,36.44
2026-04-12 19:18:56,44.75,26.04,36.40
2026-04-12 19:18:57,44.75,26.04,36.40
2026-04-12 19:18:58,44.75,26.01,36.44
2026-04-12 19:18:58,44.75,26.01,36.40
2026-04-12 19:18:59,44.75,26.01,36.40
2026-04-12 19:19:00,44.75,26.01,36.37
2026-04-12 19:19:00,44.75,26.04,36.37
2026-04-12 19:19:01,44.75,26.04,36.37
2026-04-12 19:19:02,44.75,26.01,36.37
2026-04-12 19:19:02,44.50,26.01,36.37
2026-04-12 19:19:03,44.75,26.01,36.37
2026-04-12 19:19:04,44.50,26.01,36.37
2026-04-12 19:19:04,44.50,26.01,36.37
2026-04-12 19:19:05,44.75,26.01,36.30
2026-04-12 19:19:06,44.50,26.01,36.34
2026-04-12 19:19:06,44.50,26.01,36.34
2026-04-12 19:19:07,44.50,26.01,36.34
2026-04-12 19:19:08,44.50,26.04,36.30
2026-04-12 19:19:08,44.50,26.01,36.30
2026-04-12 19:19:09,44.50,25.98,36.34
2026-04-12 19:19:10,44.50,26.01,36.30
2026-04-12 19:19:10,44.50,26.01,36.30
2026-04-12 19:19:11,44.50,25.98,36.30
2026-04-12 19:19:12,44.50,26.01,36.27
2026-04-12 19:19:12,44.50,26.01,36.30
2026-04-12 19:19:13,44.50,26.01,36.27
2026-04-12 19:19:14,44.25,26.01,36.27
2026-04-12 19:19:14,44.50,26.01,36.27
2026-04-12 19:19:15,44.50,26.01,36.27
2026-04-12 19:19:16,44.25,26.01,36.23
2026-04-12 19:19:16,44.50,25.98,36.23
2026-04-12 19:19:17,44.50,26.01,36.27
2026-04-12 19:19:17,44.25,25.98,36.20
2026-04-12 19:19:18,44.50,26.01,36.23
2026-04-12 19:19:19,44.50,25.98,36.20
2026-04-12 19:19:19,44.50,26.01,36.20
2026-04-12 19:19:20,44.50,26.01,36.20
2026-04-12 19:19:21,44.25,25.98,36.20
2026-04-12 19:19:21,44.25,25.98,36.17
2026-04-12 19:19:22,44.25,25.98,36.20
2026-04-12 19:19:23,44.25,25.98,36.20
2026-04-12 19:19:23,44.25,25.98,36.17
2026-04-12 19:19:24,44.25,26.01,36.17
2026-04-12 19:19:25,44.25,25.98,36.13
2026-04-12 19:19:25,44.25,25.98,36.17
2026-04-12 19:19:26,44.25,25.98,36.13
2026-04-12 19:19:27,44.25,25.98,36.13
2026-04-12 19:19:27,44.25,25.98,36.07
2026-04-12 19:19:28,44.25,25.98,36.13
2026-04-12 19:19:29,44.25,25.98,36.07
2026-04-12 19:19:29,44.25,25.98,36.10
2026-04-12 19:19:30,44.25,25.98,36.07
2026-04-12 19:19:31,44.25,25.98,36.10
